image_path,label_str
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11820).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1409).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11818).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1970).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1906).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1438).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1543).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1430).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1520).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1901).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1910).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (2052).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1688).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11917).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11972).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11949).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1813).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1614).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1461).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1821).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1806).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1916).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1858).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1650).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11780).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1563).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1607).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1627).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1495).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1514).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1877).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11776).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1423).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1855).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11845).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11973).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1873).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1616).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11811).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11800).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1715).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (2016).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (2080).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1992).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1761).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11965).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1721).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1736).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1589).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (2085).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11883).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1823).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (2011).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1737).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11795).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1527).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1473).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1976).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11946).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (2040).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1758).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1860).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1950).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1565).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1680).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1740).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11834).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1945).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1779).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (2092).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (2043).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1533).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1714).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1777).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1493).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11833).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11995).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11774).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1474).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1824).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1759).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (2046).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1455).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1750).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1831).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1599).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1830).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1791).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1411).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11950).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1532).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1702).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (2008).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1651).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1795).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1418).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1536).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1511).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11857).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1941).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1917).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1811).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (2054).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1963).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1564).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1955).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11989).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1927).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1593).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11822).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1853).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11962).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11999).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (2030).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1664).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1667).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1499).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11889).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1730).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (1654).png,Normal
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Normal/images/Normal (11792).png,Normal
